id,name_el,name_ancient,name_en,entity_type,subtype,sanctuary_scope,sanctuary_setting,sanctuary_function_tags,ancient_region,modern_country,modern_country_iso3,modern_locality,latitude,longitude,geometry_wkt,start_year,end_year,date_note_el,chronology_basis,start_precision,end_precision,chronology_note_el,metropolis_el,associated_city_el,representative_center_el,deity_or_cult_el,dynasty_el,predecessor_el,successor_el,description_el,temporal_precision,location_certainty,coordinate_source,pleiades_location_precision,geometry_role,spatial_note_el,source_url,secondary_source_url,pleiades_id,data_version,review_status
colony-erythrae-ionia,Ερυθρές,Ἐρυθραί,Erythrae,colony,apoikia,,,,Ιωνία,Τουρκία,TUR,"Ildırı, Çeşme",38.382778,26.480833,POINT (26.480833 38.382778),-1000,600,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Κρήτη και Αθήνα (παράδοση),,,,,,,"Ιωνική πόλη στη χερσόνησο της Ερυθραίας, απέναντι από τη Χίο.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/550535,,550535,0.1 — 2026-08-14,curated_initial
colony-ephesus,Έφεσος,Ἔφεσος,Ephesus,colony,apoikia,,,,Ιωνία,Τουρκία,TUR,"Selçuk, İzmir",37.940164,27.342403,POINT (27.342403 37.940164),-1050,600,1050 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Αθήνα (ιωνική παράδοση),,,,,,,"Ιωνική πόλη με μεγάλο λιμάνι και το περίφημο Αρτεμίσιο, αργότερα πρωτεύουσα της ρωμαϊκής Ασίας.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599612,,599612,0.1 — 2026-08-14,curated_initial
colony-clazomenae,Κλαζομενές,Κλαζομεναί,Clazomenae,colony,apoikia,,,,Ιωνία,Τουρκία,TUR,"Urla, İzmir",38.373048,26.78662,POINT (26.78662 38.373048),-1000,600,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Αθήνα (ιωνική παράδοση),,,,,,,"Ιωνική πόλη σε νησίδα και στην απέναντι ακτή, σημαντική για την κεραμική και το εμπόριο.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/550651,,550651,0.1 — 2026-08-14,curated_initial
colony-colophon,Κολοφώνα,Κολοφών,Colophon,colony,apoikia,,,,Ιωνία,Τουρκία,TUR,"Değirmendere, İzmir",38.108253,27.148308,POINT (27.148308 38.108253),-1050,600,1050 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Αθήνα (ιωνική παράδοση),,,,,,,"Μία από τις δώδεκα ιωνικές πόλεις, γνωστή για το ιππικό και την πνευματική της παράδοση.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599577,,599577,0.1 — 2026-08-14,curated_initial
colony-miletus,Μίλητος,Μίλητος,Miletus,colony,apoikia,,,,Ιωνία,Τουρκία,TUR,"Balat, Aydın",37.530464,27.278808,POINT (27.278808 37.530464),-1050,600,1050 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Αθήνα (ιωνική παράδοση),,,,,,,Μεγάλη ιωνική πόλη και μητρόπολη δεκάδων αποικιών στον Εύξεινο Πόντο και την Προποντίδα.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599799,,599799,0.1 — 2026-08-14,curated_initial
colony-priene,Πριήνη,Πριήνη,Priene,colony,apoikia,,,,Ιωνία,Τουρκία,TUR,"Güllübahçe, Söke",37.66078,27.296584,POINT (27.296584 37.66078),-1050,600,1050 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Αθήνα και Θήβα (παράδοση),,,,,,,Ιωνική πόλη με υποδειγματική ιπποδάμεια πολεοδομία στη νεότερη θέση της στον Μυκάλη.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599905,,599905,0.1 — 2026-08-14,curated_initial
colony-teos,Τέως,Τέως,Teos,colony,apoikia,,,,Ιωνία,Τουρκία,TUR,"Sığacık, Seferihisar",38.177262,26.785014,POINT (26.785014 38.177262),-1000,600,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Αθήνα και Βοιωτία (παράδοση),,,,,,,Ιωνική λιμενική πόλη και έδρα του ελληνιστικού κοινού των τεχνιτών του Διονύσου.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/550913,,550913,0.1 — 2026-08-14,curated_initial
colony-phocaea,Φώκαια,Φώκαια,Phocaea,colony,apoikia,,,,Ιωνία,Τουρκία,TUR,"Foça, İzmir",38.6703,26.75656,POINT (26.75656 38.6703),-1000,600,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Φωκίδα και Αθήνα (παράδοση),,,,,,,"Ιωνική ναυτική πόλη, μητρόπολη της Μασσαλίας, της Ελέας και άλλων δυτικών εγκαταστάσεων.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/550823,,550823,0.1 — 2026-08-14,curated_initial
colony-magnesia-maeander,Μαγνησία του Μαιάνδρου,Μαγνησία ἡ πρὸς Μαιάνδρῳ,Magnesia on the Maeander,colony,apoikia,,,,Ιωνία / Καρία,Τουρκία,TUR,"Tekin, Germencik",37.849862,27.523178,POINT (27.523178 37.849862),-1000,600,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μαγνησία Θεσσαλίας,,,,,,,"Ελληνική εγκατάσταση των Μαγνήτων στην κοιλάδα του Μαιάνδρου, γνωστή για το ιερό της Αρτέμιδος Λευκοφρυηνής.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599778,,599778,0.1 — 2026-08-14,curated_initial
colony-halicarnassus,Αλικαρνασσός,Ἁλικαρνασσός,Halicarnassus,colony,apoikia,,,,Καρία,Τουρκία,TUR,"Bodrum, Muğla",37.040401,27.422151,POINT (27.422151 37.040401),-1000,600,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Τροιζήνα,,,,,,,"Δωρική πόλη της Καρίας, πατρίδα του Ηροδότου και έδρα του Μαυσωλείου.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599636,,599636,0.1 — 2026-08-14,curated_initial
colony-iasos,Ιασός,Ἰασός,Iasos,colony,apoikia,,,,Καρία,Τουρκία,TUR,"Kıyıkışlacık, Milas",37.279196,27.58487,POINT (27.58487 37.279196),-1000,600,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Άργος (παράδοση),,,,,,,"Ελληνική παράκτια πόλη της Καρίας σε μικρή χερσόνησο, με ισχυρή αλιευτική και εμπορική ζωή.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599664,,599664,0.1 — 2026-08-14,curated_initial
colony-cnidus,Κνίδος,Κνίδος,Cnidus,colony,apoikia,,,,Καρία,Τουρκία,TUR,"Tekir Burnu, Datça",36.68818,27.372839,POINT (27.372839 36.68818),-360,700,360 π.Χ.–700 μ.Χ.,occupation_window,approximate,approximate,,Σπάρτη,,,,,,,Η μνημειακή νεότερη Κνίδος στο άκρο της χερσονήσου διαδέχθηκε την αρχαιότερη δωρική εγκατάσταση στο Burgaz.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599575,,599575,0.1 — 2026-08-14,curated_initial
colony-panticapaeum,Παντικάπαιο,Παντικάπαιον,Panticapaeum,colony,apoikia,,,,Κιμμέριος Βόσπορος,Ουκρανία,UKR,"Kerch, Crimea",45.350983,36.46858,POINT (36.46858 45.350983),-600,600,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μίλητος,,,,,,,Ελληνική αποικία και αργότερα πρωτεύουσα του βασιλείου του Κιμμερίου Βοσπόρου.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/854719,,854719,0.1 — 2026-08-14,curated_initial
colony-phanagoria,Φαναγόρεια,Φαναγόρεια,Phanagoria,colony,apoikia,,,,Κιμμέριος Βόσπορος,Ρωσία,RUS,"Sennoy, Krasnodar Krai",45.276258,36.959668,POINT (36.959668 45.276258),-540,600,540 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Τέως,,,,,,,Αποικία Τηίων στη χερσόνησο του Ταμάν και ανατολικό κέντρο του βασιλείου του Βοσπόρου.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/854724,,854724,0.1 — 2026-08-14,curated_initial
colony-dioscurias,Διοσκουριάς,Διοσκουριάς,Dioscurias,colony,apoikia,,,,Κολχίδα,Γεωργία,GEO,Sukhumi,42.998331,41.011175,POINT (41.011175 42.998331),-550,600,550 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μίλητος (παράδοση),,,,,,,"Ελληνικό λιμάνι της Κολχίδας, κόμβος εμπορίου με τον Καύκασο.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/857107,,857107,0.1 — 2026-08-14,curated_initial
colony-phasis-city,Φάσις,Φᾶσις,Phasis,colony,apoikia,,,,Κολχίδα,Γεωργία,GEO,περιοχή Poti,42.135867,41.692323,POINT (41.692323 42.135867),-600,600,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μίλητος,,,,,,,Μιλησιακή εγκατάσταση κοντά στις εκβολές του Φάσιδος· η ακριβής αρχαιολογική θέση παραμένει συζητήσιμη.,approximate,medium,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/857275,,857275,0.1 — 2026-08-14,needs_review
colony-apollonia-cyrenaica,Απολλωνία Κυρηναϊκής,Ἀπολλωνία,Apollonia of Cyrenaica,colony,apoikia,,,,Κυρηναϊκή,Λιβύη,LBY,Marsa Susa,32.902344,21.970831,POINT (21.970831 32.902344),-600,600,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Κυρήνη,,,,,,,"Το επίνειο της Κυρήνης, που εξελίχθηκε σε αυτόνομη πόλη και μέλος της Πεντάπολης.",approximate,high,Pleiades representative point,rough,site,,https://pleiades.stoa.org/places/373732,,373732,0.1 — 2026-08-14,curated_initial
colony-barca-cyrenaica,Βάρκη,Βάρκη,Barca,colony,apoikia,,,,Κυρηναϊκή,Λιβύη,LBY,Al Marj area,32.499653,20.871743,POINT (20.871743 32.499653),-560,600,560 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Κυρήνη,,,,,,,Ελληνική αποικία της ενδοχώρας της Κυρηναϊκής με λιμάνι τη μετέπειτα Πτολεμαΐδα.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/373750,,373750,0.1 — 2026-08-14,curated_initial
colony-euesperides,Ευεσπερίδες,Εὐεσπερίδες,Euesperides,colony,apoikia,,,,Κυρηναϊκή,Λιβύη,LBY,Benghazi,32.145666,20.096022,POINT (20.096022 32.145666),-520,-250,520 π.Χ.–250 π.Χ.,occupation_window,approximate,approximate,,Κυρήνη,,,,,,,"Δυτική πόλη της Κυρηναϊκής, μεταφερμένη και μετονομασμένη σε Βερενίκη κατά την πτολεμαϊκή περίοδο.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/373786,,373786,0.1 — 2026-08-14,curated_initial
colony-cyrene,Κυρήνη,Κυρήνη,Cyrene,colony,apoikia,,,,Κυρηναϊκή,Λιβύη,LBY,Shahhat,32.820027,21.856539,POINT (21.856539 32.820027),-631,600,631 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Θήρα,,,,,,,Θηραϊκή αποικία στο οροπέδιο της Κυρηναϊκής και κέντρο της ελληνικής Πεντάπολης.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/373778,,373778,0.1 — 2026-08-14,curated_initial
colony-taucheira,Ταύχειρα,Ταύχειρα,Taucheira,colony,apoikia,,,,Κυρηναϊκή,Λιβύη,LBY,Tocra,32.536399,20.567298,POINT (20.567298 32.536399),-620,600,620 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Κυρήνη,,,,,,,"Παράκτια ελληνική πόλη της Κυρηναϊκής, αργότερα γνωστή ως Αρσινόη.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/373736,,373736,0.1 — 2026-08-14,curated_initial
colony-phaselis,Φάσηλις,Φάσηλις,Phaselis,colony,apoikia,,,,Λυκία / Παμφυλία,Τουρκία,TUR,"Tekirova, Antalya",36.523492,30.552167,POINT (30.552167 36.523492),-690,600,690 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Ρόδος (Λίνδος),,,,,,,Ροδιακή αποικία με τρία λιμάνια στη θαλάσσια διαδρομή μεταξύ Αιγαίου και Ανατολής.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/639051,,639051,0.1 — 2026-08-14,curated_initial
colony-tanais,Τάναϊς,Τάναϊς,Tanais,colony,apoikia,,,,Μαιώτιδα,Ρωσία,RUS,"Nedvigovka, Rostov Oblast",47.268688,39.335671,POINT (39.335671 47.268688),-300,375,300 π.Χ.–375 μ.Χ.,occupation_window,approximate,approximate,,Παντικάπαιο / Βόσπορος,,,,,,,"Ελληνιστικό εμπορικό κέντρο στις εκβολές του Δον, όριο επαφής ελληνικών και νομαδικών πληθυσμών.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/825397,,825397,0.1 — 2026-08-14,curated_initial
colony-amphipolis,Αμφίπολη,Ἀμφίπολις,Amphipolis,colony,apoikia,,,,Μακεδονία / Ηδωνίδα,Ελλάδα,GRC,Αμφίπολη,40.825811,23.841579,POINT (23.841579 40.825811),-437,600,437 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Αθήνα,,,,,,,"Αθηναϊκή αποικία στον Στρυμόνα, στρατηγική για ξυλεία, μεταλλεία και τον δρόμο προς τη Θράκη.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/501347,,501347,0.1 — 2026-08-14,curated_initial
colony-philippi,Φίλιπποι,Φίλιπποι,Philippi,colony,apoikia,,,,Μακεδονία / Θράκη,Ελλάδα,GRC,Κρηνίδες Καβάλας,41.012651,24.284637,POINT (24.284637 41.012651),-360,600,360 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Θάσος,,,,,,,"Θασιακή αποικία ως Κρηνίδες, οχυρωμένη και μετονομασμένη από τον Φίλιππο Β΄ το 356 π.Χ.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/501482,,501482,0.1 — 2026-08-14,curated_initial
colony-taras,Τάρας,Τάρας,Taras,colony,apoikia,,,,Μεγάλη Ελλάδα / Απουλία,Ιταλία,ITA,Taranto,40.473787,17.233042,POINT (17.233042 40.473787),-706,600,706 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Σπάρτη,,,,,,,Η μοναδική παραδοσιακά σπαρτιατική αποικία και ισχυρότερη ελληνική πόλη της Απουλίας.,approximate,high,Pleiades representative point,rough,site,,https://pleiades.stoa.org/places/442810,,442810,0.1 — 2026-08-14,curated_initial
colony-croton,Κρότων,Κρότων,Croton,colony,apoikia,,,,Μεγάλη Ελλάδα / Βρεττία,Ιταλία,ITA,Crotone,39.081167,17.127966,POINT (17.127966 39.081167),-710,600,710 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Αχαΐα,,,,,,,"Αχαϊκή αποικία, γνωστή για τους αθλητές της και τη σχολή του Πυθαγόρα.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/452317,,452317,0.1 — 2026-08-14,curated_initial
colony-locri-epizephyrii,Λοκροί Επιζεφύριοι,Λοκροὶ Ἐπιζεφύριοι,Locri Epizephyrii,colony,apoikia,,,,Μεγάλη Ελλάδα / Βρεττία,Ιταλία,ITA,"Locri, Calabria",38.226296,16.24434,POINT (16.24434 38.226296),-680,600,680 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Λοκρίδα,,,,,,,Λοκρική αποικία γνωστή για τη νομοθεσία του Ζάλευκου και τα ιερά της Περσεφόνης.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/452369,,452369,0.1 — 2026-08-14,curated_initial
colony-rhegion,Ρήγιο,Ῥήγιον,Rhegion,colony,apoikia,,,,Μεγάλη Ελλάδα / Βρεττία,Ιταλία,ITA,Reggio Calabria,38.109279,15.64393,POINT (15.64393 38.109279),-720,600,720 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Χαλκίδα,,,,,,,Ευβοϊκή αποικία στην ιταλική πλευρά του στενού της Μεσσήνης.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/452416,,452416,0.1 — 2026-08-14,curated_initial
colony-cumae-campania,Κύμη Καμπανίας,Κύμη,Cumae,colony,apoikia,,,,Μεγάλη Ελλάδα / Καμπανία,Ιταλία,ITA,"Cuma, Campania",40.84795,14.056381,POINT (14.056381 40.84795),-750,600,750 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Χαλκίδα και Ερέτρια,,,,,,,Πρώιμη ευβοϊκή αποικία στην ιταλική χερσόνησο και μητρόπολη της Νεάπολης.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/432808,,432808,0.1 — 2026-08-14,curated_initial
colony-neapolis-campania,Νεάπολη,Νεάπολις,Neapolis,colony,apoikia,,,,Μεγάλη Ελλάδα / Καμπανία,Ιταλία,ITA,Napoli,40.839995,14.25287,POINT (14.25287 40.839995),-600,600,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Κύμη Καμπανίας,,,,,,,Νέα πόλη των Κυμαίων που διατήρησε έντονο ελληνικό χαρακτήρα στη ρωμαϊκή εποχή.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/433014,,433014,0.1 — 2026-08-14,curated_initial
colony-elea-velia,Ελέα,Ἐλέα,Elea,colony,apoikia,,,,Μεγάλη Ελλάδα / Λευκανία,Ιταλία,ITA,"Ascea, Campania",40.160501,15.156157,POINT (15.156157 40.160501),-540,600,540 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Φώκαια,,,,,,,Πόλη Φωκαέων προσφύγων και πατρίδα της ελεατικής φιλοσοφικής σχολής.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/452488,,452488,0.1 — 2026-08-14,curated_initial
colony-metapontum,Μεταπόντιο,Μεταπόντιον,Metapontum,colony,apoikia,,,,Μεγάλη Ελλάδα / Λευκανία,Ιταλία,ITA,Metaponto,40.383641,16.824332,POINT (16.824332 40.383641),-700,600,700 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Αχαΐα,,,,,,,Αχαϊκή αποικία στη γόνιμη πεδιάδα του κόλπου του Τάραντα.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/442658,,442658,0.1 — 2026-08-14,curated_initial
colony-poseidonia,Ποσειδωνία,Ποσειδωνία,Poseidonia,colony,apoikia,,,,Μεγάλη Ελλάδα / Λευκανία,Ιταλία,ITA,Paestum,40.420848,15.005079,POINT (15.005079 40.420848),-600,600,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Σύβαρις,,,,,,,"Αποικία της Σύβαρης, γνωστή ως Ποσειδωνία και αργότερα ως ρωμαϊκό Paestum.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/442733,,442733,0.1 — 2026-08-14,curated_initial
colony-sybaris,Σύβαρις,Σύβαρις,Sybaris,colony,apoikia,,,,Μεγάλη Ελλάδα / Λευκανία,Ιταλία,ITA,"Sibari, Calabria",39.717328,16.494262,POINT (16.494262 39.717328),-720,-510,720 π.Χ.–510 π.Χ.,occupation_window,approximate,approximate,,Αχαΐα,,,,,,,"Πλούσια αχαϊκή αποικία στην πεδιάδα του Κράθη, καταστραμμένη από τον Κρότωνα το 510 π.Χ.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/452457,,452457,0.1 — 2026-08-14,curated_initial
colony-cyzicus,Κύζικος,Κύζικος,Cyzicus,colony,apoikia,,,,Μυσία / Προποντίδα,Τουρκία,TUR,"Erdek, Balıkesir",40.385565,27.883191,POINT (27.883191 40.385565),-756,600,756 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μίλητος,,,,,,,"Μιλησιακή αποικία σε στρατηγική θέση της Προποντίδας, με ισχυρό εμπόριο και νόμισμα.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/511218,,511218,0.1 — 2026-08-14,curated_initial
colony-sinope,Σινώπη,Σινώπη,Sinope,colony,apoikia,,,,Παφλαγονία / Πόντος,Τουρκία,TUR,Sinop,42.025776,35.143037,POINT (35.143037 42.025776),-630,600,630 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μίλητος,,,,,,,"Μιλησιακή αποικία σε ασφαλή χερσόνησο, βασικός κόμβος του αποικιακού δικτύου του Πόντου.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/857321,,857321,0.1 — 2026-08-14,curated_initial
colony-ancona,Αγκών,Ἀγκών,Ancon,colony,apoikia,,,,Πικηνό,Ιταλία,ITA,Ancona,43.618993,13.516073,POINT (13.516073 43.618993),-387,600,387 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Συρακούσες,,,,,,,Λιμάνι που ίδρυσαν Συρακούσιοι άποικοι στην καμπή της ιταλικής ακτής της Αδριατικής.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/413014,,413014,0.1 — 2026-08-14,curated_initial
