chronology_id,entity_id,start_year,end_year,start_precision,end_precision,temporal_precision,chronology_basis,display_cutoff,label_el,label_en,note_el,note_en,source_id,review_state
chronology-colony-croton-primary,colony-croton,-710,600,approximate,display_cutoff,approximate,occupation_window,1,710 π.Χ.–600 μ.Χ. (όριο άτλαντα),710 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-452317,reviewed
chronology-colony-cumae-campania-primary,colony-cumae-campania,-750,600,approximate,display_cutoff,approximate,occupation_window,1,750 π.Χ.–600 μ.Χ. (όριο άτλαντα),750 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-432808,reviewed
chronology-colony-cyme-aeolis-primary,colony-cyme-aeolis,-1050,600,approximate,display_cutoff,approximate,occupation_window,1,1050 π.Χ.–600 μ.Χ. (όριο άτλαντα),1050 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-550506,reviewed
chronology-colony-cyrene-primary,colony-cyrene,-631,600,approximate,display_cutoff,approximate,occupation_window,1,631 π.Χ.–600 μ.Χ. (όριο άτλαντα),631 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-373778,reviewed
chronology-colony-cyzicus-primary,colony-cyzicus,-756,600,approximate,display_cutoff,approximate,occupation_window,1,756 π.Χ.–600 μ.Χ. (όριο άτλαντα),756 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-511218,reviewed
chronology-colony-dioscurias-primary,colony-dioscurias,-550,600,approximate,display_cutoff,approximate,occupation_window,1,550 π.Χ.–600 μ.Χ. (όριο άτλαντα),550 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-857107,reviewed
chronology-colony-elea-velia-primary,colony-elea-velia,-540,600,approximate,display_cutoff,approximate,occupation_window,1,540 π.Χ.–600 μ.Χ. (όριο άτλαντα),540 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-452488,reviewed
chronology-colony-emporion-iberia-primary,colony-emporion-iberia,-575,600,approximate,display_cutoff,approximate,occupation_window,1,575 π.Χ.–600 μ.Χ. (όριο άτλαντα),575 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-246382,reviewed
chronology-colony-ephesus-primary,colony-ephesus,-1050,600,approximate,display_cutoff,approximate,occupation_window,1,1050 π.Χ.–600 μ.Χ. (όριο άτλαντα),1050 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-599612,reviewed
chronology-colony-epidamnos-primary,colony-epidamnos,-627,600,approximate,display_cutoff,approximate,occupation_window,1,627 π.Χ.–600 μ.Χ. (όριο άτλαντα),627 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-481818,reviewed
chronology-colony-erythrae-ionia-primary,colony-erythrae-ionia,-1000,600,approximate,display_cutoff,approximate,occupation_window,1,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),1000 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-550535,reviewed
chronology-colony-euesperides-primary,colony-euesperides,-520,-250,approximate,approximate,approximate,occupation_window,0,520 π.Χ.–250 π.Χ.,520 BCE–250 BCE,,,src-pleiades-373786,reviewed
chronology-colony-gela-primary,colony-gela,-688,600,approximate,display_cutoff,approximate,occupation_window,1,688 π.Χ.–600 μ.Χ. (όριο άτλαντα),688 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-462214,reviewed
chronology-colony-halicarnassus-primary,colony-halicarnassus,-1000,600,approximate,display_cutoff,approximate,occupation_window,1,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),1000 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-599636,reviewed
chronology-colony-heraclea-pontica-primary,colony-heraclea-pontica,-560,600,approximate,display_cutoff,approximate,occupation_window,1,560 π.Χ.–600 μ.Χ. (όριο άτλαντα),560 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-844944,reviewed
chronology-colony-himera-primary,colony-himera,-648,-409,approximate,approximate,approximate,occupation_window,0,648 π.Χ.–409 π.Χ.,648 BCE–409 BCE,,,src-pleiades-462244,reviewed
chronology-colony-histria-pontica-primary,colony-histria-pontica,-657,700,approximate,approximate,approximate,occupation_window,0,657 π.Χ.–700 μ.Χ.,657 BCE–700 CE,,,src-pleiades-216839,reviewed
chronology-colony-iasos-primary,colony-iasos,-1000,600,approximate,display_cutoff,approximate,occupation_window,1,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),1000 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-599664,reviewed
chronology-colony-issa-vis-primary,colony-issa-vis,-397,600,approximate,display_cutoff,approximate,occupation_window,1,397 π.Χ.–600 μ.Χ. (όριο άτλαντα),397 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-armus-4dde844bac8f,needs_review
chronology-colony-lampsacus-primary,colony-lampsacus,-650,600,approximate,display_cutoff,approximate,occupation_window,1,650 π.Χ.–600 μ.Χ. (όριο άτλαντα),650 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-501570,reviewed
chronology-colony-leontinoi-primary,colony-leontinoi,-729,600,approximate,display_cutoff,approximate,occupation_window,1,729 π.Χ.–600 μ.Χ. (όριο άτλαντα),729 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-462279,reviewed
chronology-colony-locri-epizephyrii-primary,colony-locri-epizephyrii,-680,600,approximate,display_cutoff,approximate,occupation_window,1,680 π.Χ.–600 μ.Χ. (όριο άτλαντα),680 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-452369,reviewed
chronology-colony-magnesia-maeander-primary,colony-magnesia-maeander,-1000,600,approximate,display_cutoff,approximate,occupation_window,1,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),1000 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-599778,reviewed
chronology-colony-massalia-primary,colony-massalia,-600,600,approximate,display_cutoff,approximate,occupation_window,1,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),600 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-148127,reviewed
chronology-colony-megara-hyblaea-primary,colony-megara-hyblaea,-728,-483,approximate,approximate,approximate,occupation_window,0,728 π.Χ.–483 π.Χ.,728 BCE–483 BCE,,,src-pleiades-462307,reviewed
chronology-colony-mesembria-primary,colony-mesembria,-510,600,approximate,display_cutoff,approximate,occupation_window,1,510 π.Χ.–600 μ.Χ. (όριο άτλαντα),510 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-216882,reviewed
chronology-colony-metapontum-primary,colony-metapontum,-700,600,approximate,display_cutoff,approximate,occupation_window,1,700 π.Χ.–600 μ.Χ. (όριο άτλαντα),700 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-442658,reviewed
chronology-colony-miletus-primary,colony-miletus,-1050,600,approximate,display_cutoff,approximate,occupation_window,1,1050 π.Χ.–600 μ.Χ. (όριο άτλαντα),1050 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-599799,reviewed
chronology-colony-myrina-aeolis-primary,colony-myrina-aeolis,-1000,600,approximate,display_cutoff,approximate,occupation_window,1,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),1000 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-550756,needs_review
chronology-colony-naucratis-primary,colony-naucratis,-620,600,approximate,display_cutoff,approximate,occupation_window,1,620 π.Χ.–600 μ.Χ. (όριο άτλαντα),620 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-727169,reviewed
chronology-colony-naxos-sicily-primary,colony-naxos-sicily,-734,-403,approximate,approximate,approximate,occupation_window,0,734 π.Χ.–403 π.Χ.,734 BCE–403 BCE,,,src-pleiades-462386,reviewed
chronology-colony-neapolis-campania-primary,colony-neapolis-campania,-600,600,approximate,display_cutoff,approximate,occupation_window,1,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),600 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-433014,reviewed
chronology-colony-odessos-primary,colony-odessos,-580,600,approximate,display_cutoff,approximate,occupation_window,1,580 π.Χ.–600 μ.Χ. (όριο άτλαντα),580 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-216904,reviewed
chronology-colony-olbia-pontica-primary,colony-olbia-pontica,-590,370,approximate,approximate,approximate,occupation_window,0,590 π.Χ.–370 μ.Χ.,590 BCE–370 CE,,,src-pleiades-226546,reviewed
chronology-colony-panticapaeum-primary,colony-panticapaeum,-600,600,approximate,display_cutoff,approximate,occupation_window,1,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),600 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-854719,reviewed
chronology-colony-phanagoria-primary,colony-phanagoria,-540,600,approximate,display_cutoff,approximate,occupation_window,1,540 π.Χ.–600 μ.Χ. (όριο άτλαντα),540 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-854724,reviewed
chronology-colony-pharos-hvar-primary,colony-pharos-hvar,-385,600,approximate,display_cutoff,approximate,occupation_window,1,385 π.Χ.–600 μ.Χ. (όριο άτλαντα),385 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-197433,reviewed
chronology-colony-phaselis-primary,colony-phaselis,-690,600,approximate,display_cutoff,approximate,occupation_window,1,690 π.Χ.–600 μ.Χ. (όριο άτλαντα),690 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-639051,reviewed
chronology-colony-phasis-city-primary,colony-phasis-city,-600,600,approximate,display_cutoff,approximate,occupation_window,1,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),600 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-857275,needs_review
chronology-colony-philippi-primary,colony-philippi,-360,600,approximate,display_cutoff,approximate,occupation_window,1,360 π.Χ.–600 μ.Χ. (όριο άτλαντα),360 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-501482,reviewed
chronology-colony-phocaea-primary,colony-phocaea,-1000,600,approximate,display_cutoff,approximate,occupation_window,1,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),1000 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-550823,reviewed
chronology-colony-poseidonia-primary,colony-poseidonia,-600,600,approximate,display_cutoff,approximate,occupation_window,1,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),600 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-442733,reviewed
chronology-colony-priene-primary,colony-priene,-1050,600,approximate,display_cutoff,approximate,occupation_window,1,1050 π.Χ.–600 μ.Χ. (όριο άτλαντα),1050 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-599905,reviewed
chronology-colony-rhegion-primary,colony-rhegion,-720,600,approximate,display_cutoff,approximate,occupation_window,1,720 π.Χ.–600 μ.Χ. (όριο άτλαντα),720 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-452416,reviewed
chronology-colony-selinus-primary,colony-selinus,-628,-250,approximate,approximate,approximate,occupation_window,0,628 π.Χ.–250 π.Χ.,628 BCE–250 BCE,,,src-pleiades-462489,reviewed
chronology-colony-sinope-primary,colony-sinope,-630,600,approximate,display_cutoff,approximate,occupation_window,1,630 π.Χ.–600 μ.Χ. (όριο άτλαντα),630 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-857321,reviewed
chronology-colony-sybaris-primary,colony-sybaris,-720,-510,approximate,approximate,approximate,occupation_window,0,720 π.Χ.–510 π.Χ.,720 BCE–510 BCE,,,src-pleiades-452457,reviewed
chronology-colony-syracuse-primary,colony-syracuse,-734,600,approximate,display_cutoff,approximate,occupation_window,1,734 π.Χ.–600 μ.Χ. (όριο άτλαντα),734 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-462503,reviewed
chronology-colony-tanais-primary,colony-tanais,-300,375,approximate,approximate,approximate,occupation_window,0,300 π.Χ.–375 μ.Χ.,300 BCE–375 CE,,,src-pleiades-825397,reviewed
chronology-colony-taras-primary,colony-taras,-706,600,approximate,display_cutoff,approximate,occupation_window,1,706 π.Χ.–600 μ.Χ. (όριο άτλαντα),706 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-442810,reviewed
chronology-colony-taucheira-primary,colony-taucheira,-620,600,approximate,display_cutoff,approximate,occupation_window,1,620 π.Χ.–600 μ.Χ. (όριο άτλαντα),620 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-373736,reviewed
chronology-colony-teos-primary,colony-teos,-1000,600,approximate,display_cutoff,approximate,occupation_window,1,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),1000 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-550913,reviewed
chronology-colony-theodosia-crimea-primary,colony-theodosia-crimea,-600,600,approximate,display_cutoff,approximate,occupation_window,1,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),600 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-854743,reviewed
chronology-colony-tomis-primary,colony-tomis,-600,600,approximate,display_cutoff,approximate,occupation_window,1,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),600 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-217016,reviewed
chronology-colony-tragurion-primary,colony-tragurion,-300,600,approximate,display_cutoff,approximate,occupation_window,1,300 π.Χ.–600 μ.Χ. (όριο άτλαντα),300 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-197555,reviewed
chronology-colony-trapezus-primary,colony-trapezus,-756,600,approximate,display_cutoff,approximate,occupation_window,1,756 π.Χ.–600 μ.Χ. (όριο άτλαντα),756 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-857359,reviewed
chronology-colony-tyras-primary,colony-tyras,-600,375,approximate,approximate,approximate,occupation_window,0,600 π.Χ.–375 μ.Χ.,600 BCE–375 CE,,,src-pleiades-226800,reviewed
chronology-colony-zancle-messana-primary,colony-zancle-messana,-730,600,approximate,display_cutoff,approximate,occupation_window,1,730 π.Χ.–600 μ.Χ. (όριο άτλαντα),730 BCE–600 CE (atlas display cutoff),Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,"The year 600 CE is the conventional upper limit of this ancient timeline, not a date of destruction or abandonment.",src-pleiades-462538,reviewed
chronology-kingdom-alexander-empire-primary,kingdom-alexander-empire,-336,-323,exact,exact,exact,political_phase,0,336 π.Χ.–323 π.Χ.,336 BCE–323 BCE,,,src-metmuseum-89019924e8c3,reviewed
chronology-kingdom-athens-mycenaean-primary,kingdom-athens-mycenaean,-1400,-1100,approximate,approximate,broad_range,political_phase,0,1400 π.Χ.–1100 π.Χ.,1400 BCE–1100 BCE,,,src-whc-228f1be9c035,reviewed
chronology-kingdom-attalid-pergamon-primary,kingdom-attalid-pergamon,-283,-133,uncertain,uncertain,mixed,political_phase,0,283 π.Χ.–133 π.Χ.,283 BCE–133 BCE,Το διάστημα συμπυκνώνει αμφισβητούμενες ή μη συνεχείς ιστορικές φάσεις· απαιτείται λεπτομερέστερη διάσπαση πριν από αυστηρή χρονική ανάλυση.,This interval compresses disputed or discontinuous historical phases; it must be divided more finely before rigorous chronological analysis.,src-metmuseum-50fe20dc493f,needs_review
chronology-kingdom-bithynia-primary,kingdom-bithynia,-297,-74,exact,exact,exact,political_phase,0,297 π.Χ.–74 π.Χ.,297 BCE–74 BCE,,,src-attalus-1b40f4436114,reviewed
chronology-kingdom-bosporus-archaeanactid-primary,kingdom-bosporus-archaeanactid,-480,-438,approximate,approximate,approximate,political_phase,0,480 π.Χ.–438 π.Χ.,480 BCE–438 BCE,,,src-iranicaonline-4a607235e191,reviewed
chronology-kingdom-bosporus-mithridatic-primary,kingdom-bosporus-mithridatic,-107,-63,approximate,approximate,approximate,political_phase,0,107 π.Χ.–63 π.Χ.,107 BCE–63 BCE,,,src-iranicaonline-4a607235e191,reviewed
chronology-kingdom-bosporus-spartocid-primary,kingdom-bosporus-spartocid,-438,-107,approximate,approximate,approximate,political_phase,0,438 π.Χ.–107 π.Χ.,438 BCE–107 BCE,,,src-encyclopediaofukraine-237e86aa1350,reviewed
chronology-kingdom-cappadocia-ariarathid-primary,kingdom-cappadocia-ariarathid,-331,-96,approximate,approximate,approximate,political_phase,0,331 π.Χ.–96 π.Χ.,331 BCE–96 BCE,,,src-iranicaonline-0624b0b64cf3,reviewed
chronology-kingdom-cappadocia-late-client-primary,kingdom-cappadocia-late-client,-95,17,uncertain,uncertain,mixed,political_phase,0,95 π.Χ.–17 μ.Χ.,95 BCE–17 CE,Το διάστημα συμπυκνώνει αμφισβητούμενες ή μη συνεχείς ιστορικές φάσεις· απαιτείται λεπτομερέστερη διάσπαση πριν από αυστηρή χρονική ανάλυση.,This interval compresses disputed or discontinuous historical phases; it must be divided more finely before rigorous chronological analysis.,src-iranicaonline-0624b0b64cf3,needs_review
chronology-kingdom-commagene-primary,kingdom-commagene,-163,72,uncertain,uncertain,mixed,political_phase,0,163 π.Χ.–72 μ.Χ.,163 BCE–72 CE,Το διάστημα συμπυκνώνει αμφισβητούμενες ή μη συνεχείς ιστορικές φάσεις· απαιτείται λεπτομερέστερη διάσπαση πριν από αυστηρή χρονική ανάλυση.,This interval compresses disputed or discontinuous historical phases; it must be divided more finely before rigorous chronological analysis.,src-whc-758c2c416617,needs_review
chronology-kingdom-cyrene-battiad-primary,kingdom-cyrene-battiad,-631,-440,approximate,approximate,approximate,political_phase,0,631 π.Χ.–440 π.Χ.,631 BCE–440 BCE,,,src-whc-52a1efeb60e3,reviewed
