relationship_id,subject_entity_id,predicate,object_entity_id,object_authority_id,object_label_el,object_label_en,certainty,source_id,migration_evidence_el,review_state
rel-51d0d7ca6e0b,kingdom-bosporus-archaeanactid,representative_center,,settlement-pantikapaion-kerts,"Παντικάπαιον, Κερτς","Pantikapaion, Kerch",high,src-iranicaonline-4a607235e191,"representative_center_el: Παντικάπαιον, Κερτς",reviewed
rel-51fe21cc2b88,sanctuary-hyria-dionysos-sanctuary,cult_of,,deity_or_cult-dionysos,Διόνυσος,Dionysus,medium,src-pleiades-599661,deity_or_cult_el: Διόνυσος,reviewed
rel-525af1252c97,colony-apollonia-pontica,founded_from,colony-miletus,,Μίλητος,Miletus,medium,src-pleiades-216706,metropolis_el: Μίλητος,reviewed
rel-526a5d6e2337,colony-assos,founded_from,,settlement-methymna,Μήθυμνα,Methymna,medium,src-pleiades-550463,metropolis_el: Μήθυμνα,reviewed
rel-5328f65e601d,kingdom-syracuse-agathocles,preceded_by,,polity-syrakoysia-pole-ypo-tyrannike-exoysia-toy-agathokle,Συρακούσια πόλη υπό τυραννική εξουσία του Αγαθοκλή,Syracuse city under the tyrannical rule of Agathocles,medium,src-britishmuseum-073d3f0a8ae4,predecessor_el: Συρακούσια πόλη υπό τυραννική εξουσία του Αγαθοκλή,reviewed
rel-548e5fe8b276,kingdom-greco-bactrian-eucratid,ruled_by_dynasty,,dynasty-eykratides-kai-eliokleides,Ευκρατίδες και Ήλιοκλείδες,Eucratids and Heliocleids,medium,src-iranicaonline-2bb61f112fc3,dynasty_el: Ευκρατίδες και Ήλιοκλείδες,reviewed
rel-54fa1db06c88,colony-phocaea,founded_from,,settlement-phokida-kai-athena-paradose,Φωκίδα και Αθήνα (παράδοση),Phocis and Athens (tradition),medium,src-pleiades-550823,metropolis_el: Φωκίδα και Αθήνα (παράδοση),reviewed
rel-5526369c3d5c,kingdom-salamis-cyprus,succeeded_by,,polity-ptolemaike-dioikese-tes-kyproy,Πτολεμαϊκή διοίκηση της Κύπρου,Ptolemaic administration of Cyprus,medium,src-uni-muenster-0a0030be4d2a,successor_el: Πτολεμαϊκή διοίκηση της Κύπρου,reviewed
rel-5707794c31a9,kingdom-cyrene-battiad,preceded_by,,polity-apoikiake-egkatastase-theraion-kai-topikes-libykes-koinotetes,Αποικιακή εγκατάσταση Θηραίων και τοπικές λιβυκές κοινότητες,Colonial settlement of Thira and local Libyan communities,medium,src-whc-52a1efeb60e3,predecessor_el: Αποικιακή εγκατάσταση Θηραίων και τοπικές λιβυκές κοινότητες,reviewed
rel-570e08520613,colony-erythrae-ionia,founded_from,,settlement-krete-kai-athena-paradose,Κρήτη και Αθήνα (παράδοση),Crete and Athens (tradition),medium,src-pleiades-550535,metropolis_el: Κρήτη και Αθήνα (παράδοση),reviewed
rel-57bc09d4212c,kingdom-cyrene-battiad,ruled_by_dynasty,,dynasty-battiades,Βαττιάδες,Battiads,medium,src-whc-52a1efeb60e3,dynasty_el: Βαττιάδες,reviewed
rel-5874896c6503,sanctuary-eleusis-demeter-sanctuary,cult_of,,deity_or_cult-demetra-kai-kore-persephone,Δήμητρα και Κόρη/Περσεφόνη,Demeter and Kore/Persephone,medium,src-pleiades-579910,deity_or_cult_el: Δήμητρα και Κόρη/Περσεφόνη,reviewed
rel-589b4e518911,kingdom-cyrene-battiad,succeeded_by,,polity-kyrenaike-politeia-me-me-monarchikoys-thesmoys,Κυρηναϊκή πολιτεία με μη μοναρχικούς θεσμούς,Cyrenaic state with non-monarchical institutions,medium,src-whc-52a1efeb60e3,successor_el: Κυρηναϊκή πολιτεία με μη μοναρχικούς θεσμούς,reviewed
rel-58bf4416a4d6,kingdom-syracuse-hieron-ii,representative_center,colony-syracuse,,Συρακούσες,Syracuse,high,src-britishmuseum-d101eb623c92,representative_center_el: Συρακούσες,reviewed
rel-5a41bd5e2b92,sanctuary-amyklaion-apollo-sanctuary,cult_of,,deity_or_cult-apollon-amyklaios-kai-yakinthos,Απόλλων Αμυκλαίος και Υάκινθος,Apollo Amyklaios and Hyakinthos,medium,src-pleiades-73644851,deity_or_cult_el: Απόλλων Αμυκλαίος και Υάκινθος,reviewed
rel-5ac65334080c,kingdom-lysimachid,succeeded_by,,polity-seleykidiko-basileio-kai-anexarteta-mikrasiatika-krate,Σελευκιδικό βασίλειο και ανεξάρτητα μικρασιατικά κράτη,Seleucid kingdom and independent Asia Minor states,medium,src-pleiades-501458,successor_el: Σελευκιδικό βασίλειο και ανεξάρτητα μικρασιατικά κράτη,reviewed
rel-5aef66b5cef1,kingdom-epirus-aeacid,preceded_by,,polity-molossikes-phyletikes-egemonies,Μολοσσικές φυλετικές ηγεμονίες,Molossian tribal hegemonies,medium,src-cambridge-96106a304cc6,predecessor_el: Μολοσσικές φυλετικές ηγεμονίες,reviewed
rel-5ea00ed5a02a,kingdom-salamis-cyprus,preceded_by,,polity-ystere-epoche-toy-chalkoy-sten-egkome-kai-proimes-kypriakes-egemonies,Ύστερη εποχή του Χαλκού στην Έγκωμη και πρώιμες κυπριακές ηγεμονίες,Late Bronze Age in Engomi and early Cypriot hegemonies,medium,src-uni-muenster-0a0030be4d2a,predecessor_el: Ύστερη εποχή του Χαλκού στην Έγκωμη και πρώιμες κυπριακές ηγεμονίες,reviewed
rel-5f5020ab127a,sanctuary-tinos-poseidon-amphitrite-sanctuary,cult_of,,deity_or_cult-poseidon-iatros-kai-amphitrite,Ποσειδών Ιατρός και Αμφιτρίτη,Poseidon Iatros and Amphitrite,medium,src-pleiades-590006,deity_or_cult_el: Ποσειδών Ιατρός και Αμφιτρίτη,reviewed
rel-6118a77807f4,sanctuary-tegea-athena-alea-sanctuary,associated_with_settlement,city-tegea,,Τεγέα,Tegea,high,src-pleiades-372843530,Ρητή επιμελητική σύνδεση του ιερού της Αθηνάς Αλέας με την Τεγέα.,reviewed
rel-6146957040f2,colony-philippi,founded_from,,settlement-thasos,Θάσος,Thassos,medium,src-pleiades-501482,metropolis_el: Θάσος,reviewed
rel-615be726c0ef,sanctuary-aegina-aphaia-sanctuary,cult_of,,deity_or_cult-aphaia,Αφαία,Aphaia,medium,src-pleiades-579872,deity_or_cult_el: Αφαία,reviewed
rel-644f2cc56cfa,sanctuary-pergamon-asklepieion,associated_with_settlement,city-pergamum,,Πέργαμος,Pergamum,high,src-pleiades-550459,Ρητή επιμελητική σύνδεση του Ασκληπιείου με την Πέργαμο.,reviewed
rel-646b7354d7fd,kingdom-alexander-empire,representative_center,,settlement-babylona,Βαβυλώνα,Babylon,high,src-metmuseum-89019924e8c3,representative_center_el: Βαβυλώνα,reviewed
rel-6493752b57a3,sanctuary-lagina-hekate-sanctuary,cult_of,,deity_or_cult-ekate,Εκάτη,Hecate,medium,src-pleiades-376215160,deity_or_cult_el: Εκάτη,reviewed
rel-649ee4d30cac,kingdom-bosporus-mithridatic,preceded_by,,polity-basileio-toy-kimmerioy-bosporoy-ton-spartokidon,Βασίλειο του Κιμμερίου Βοσπόρου των Σπαρτοκιδών,Kingdom of the Cimmerian Bosphorus of the Spartakids,medium,src-iranicaonline-4a607235e191,predecessor_el: Βασίλειο του Κιμμερίου Βοσπόρου των Σπαρτοκιδών,reviewed
rel-65f85c2412ac,colony-emporion-iberia,founded_from,colony-massalia,,Μασσαλία,Massalia,medium,src-pleiades-246382,metropolis_el: Μασσαλία,reviewed
rel-6623861469d3,kingdom-lysimachid,preceded_by,,polity-thrakike-satrapeia-tes-aytokratorias-toy-alexandroy,Θρακική σατραπεία της αυτοκρατορίας του Αλεξάνδρου,Thracian satrapy of Alexander's empire,medium,src-pleiades-501458,predecessor_el: Θρακική σατραπεία της αυτοκρατορίας του Αλεξάνδρου,reviewed
rel-67097cf69b8e,kingdom-orchomenos-palatial,succeeded_by,,polity-metanaktorikes-boiotikes-koinotetes,Μετανακτορικές βοιωτικές κοινότητες,Post-palatial Boeotian communities,medium,src-mthv-715d665b63b5,successor_el: Μετανακτορικές βοιωτικές κοινότητες,reviewed
rel-67260a53116a,sanctuary-metapontum-tavole-palatine-heraion,associated_with_settlement,colony-metapontum,,Μεταπόντιο,Metapontum,high,src-pleiades-442611,Ρητή επιμελητική σύνδεση του Ηραίου με το Μεταπόντιο.,reviewed
rel-674045afe315,kingdom-attalid-pergamon,representative_center,city-pergamum,,Πέργαμος,Pergamum,high,src-metmuseum-50fe20dc493f,representative_center_el: Πέργαμος,reviewed
rel-684d284266eb,kingdom-ptolemaic-egypt,representative_center,city-alexandria-egypt,,Αλεξάνδρεια,Alexandria,high,src-metmuseum-9200258a95cb,representative_center_el: Αλεξάνδρεια,reviewed
rel-68d7d1ac8ffa,colony-poseidonia,founded_from,colony-sybaris,,Σύβαρις,Sybaris,medium,src-pleiades-442733,metropolis_el: Σύβαρις,reviewed
rel-69c50c87ae6d,sanctuary-cyrene-zeus-sanctuary,associated_with_settlement,colony-cyrene,,Κυρήνη,Cyrene,high,src-pleiades-103565779,Ρητή επιμελητική σύνδεση του ναού του Δία με την Κυρήνη.,reviewed
rel-6a29658284ae,kingdom-cyrene-magas,succeeded_by,,polity-bracheia-diadoche-demetrioy-toy-kalloy-kai-epanentaxe-stoys-ptolemaioys,Βραχεία διαδοχή Δημητρίου του Καλλού και επανένταξη στους Πτολεμαίους,Brief succession of Demetrius the Fair and reintegration into the Ptolemaic kingdom,medium,src-persee-a9866e5e43d7,successor_el: Βραχεία διαδοχή Δημητρίου του Καλλού και επανένταξη στους Πτολεμαίους,reviewed
rel-6a9c72f09372,colony-tanais,founded_from,,settlement-pantikapaio-bosporos,Παντικάπαιο / Βόσπορος,Panticapaeum / Bosporus,medium,src-pleiades-825397,metropolis_el: Παντικάπαιο / Βόσπορος,reviewed
rel-6d1c1f9f1f2b,colony-selinus,founded_from,colony-megara-hyblaea,,Μέγαρα Υβλαία,Megara Hyblaea,medium,src-pleiades-462489,metropolis_el: Μέγαρα Υβλαία,reviewed
rel-6d64a942c42e,sanctuary-lemnos-kabeirion,cult_of,,deity_or_cult-kabeiroi-kai-ephaistos,Κάβειροι και Ήφαιστος,Kabeiroi and Hephaistos,medium,src-pleiades-550604,deity_or_cult_el: Κάβειροι και Ήφαιστος,reviewed
rel-6d7426002650,colony-tomis,founded_from,colony-miletus,,Μίλητος,Miletus,medium,src-pleiades-217016,metropolis_el: Μίλητος,reviewed
rel-6fc3de27406c,kingdom-mycenae-palatial,preceded_by,,polity-mesoelladikes-kai-proimes-mykenaikes-egemonies,Μεσοελλαδικές και πρώιμες μυκηναϊκές ηγεμονίες,Middle Helladic and early Mycenaean hegemonies,medium,src-whc-6306f630553d,predecessor_el: Μεσοελλαδικές και πρώιμες μυκηναϊκές ηγεμονίες,reviewed
rel-715115938d40,colony-iasos,founded_from,,settlement-argos-paradose,Άργος (παράδοση),Argos (tradition),medium,src-pleiades-599664,metropolis_el: Άργος (παράδοση),reviewed
rel-7358c2d9e74b,kingdom-indo-greek-menandrid,ruled_by_dynasty,,dynasty-oikos-toy-menandroy-kai-agathokleias,Οίκος του Μενάνδρου και Αγαθοκλείας,House of Menander and Agathokleia,medium,src-iranicaonline-612dff96c99c,dynasty_el: Οίκος του Μενάνδρου και Αγαθοκλείας,reviewed
rel-735b4262ce89,sanctuary-metapontum-tavole-palatine-heraion,cult_of,,deity_or_cult-era,Ήρα,Hera,medium,src-pleiades-442611,deity_or_cult_el: Ήρα,reviewed
rel-7569c4e003bb,colony-dioscurias,founded_from,,settlement-miletos-paradose,Μίλητος (παράδοση),Miletus (tradition),medium,src-pleiades-857107,metropolis_el: Μίλητος (παράδοση),reviewed
rel-79ad2c0b43e3,sanctuary-olympia-zeus-sanctuary,cult_of,,deity_or_cult-dias-olympios-kai-era,Δίας Ολύμπιος και Ήρα,Olympian Zeus and Hera,medium,src-pleiades-570531,deity_or_cult_el: Δίας Ολύμπιος και Ήρα,reviewed
rel-79cc20b604e3,sanctuary-alexandria-serapeum,associated_with_settlement,city-alexandria-egypt,,Αλεξάνδρεια,Alexandria,high,src-pleiades-182618516,Ρητή επιμελητική σύνδεση του Σεραπείου με την Αλεξάνδρεια.,reviewed
rel-7df708283cbd,kingdom-cyrene-magas,ruled_by_dynasty,,dynasty-magas-bracheia-diadoche-demetrioy-toy-kalloy,Μάγας· βραχεία διαδοχή Δημητρίου του Καλλού,Magas; brief succession of Demetrius the Fair,medium,src-persee-a9866e5e43d7,dynasty_el: Μάγας· βραχεία διαδοχή Δημητρίου του Καλλού,reviewed
rel-7f67bfcceb49,kingdom-bosporus-spartocid,ruled_by_dynasty,,dynasty-spartokides,Σπαρτοκίδες,Spartocids,medium,src-encyclopediaofukraine-237e86aa1350,dynasty_el: Σπαρτοκίδες,reviewed
rel-805954d090b9,kingdom-bosporus-mithridatic,succeeded_by,,polity-romaika-exartemeno-basileio-toy-bosporoy,Ρωμαϊκά εξαρτημένο Βασίλειο του Βοσπόρου,Roman dependent Kingdom of the Bosphorus,medium,src-iranicaonline-4a607235e191,successor_el: Ρωμαϊκά εξαρτημένο Βασίλειο του Βοσπόρου,reviewed
rel-81355fef28b0,sanctuary-sardis-artemis-sanctuary,cult_of,,deity_or_cult-artemis-kai-aytokratorike-latreia,Άρτεμις και αυτοκρατορική λατρεία,Artemis and Imperial Cult,medium,src-pleiades-66376536,deity_or_cult_el: Άρτεμις και αυτοκρατορική λατρεία,reviewed
rel-825953fdcb2b,kingdom-macedon-kassandrid,ruled_by_dynasty,,dynasty-antipatrides-kassandrides,Αντιπατρίδες / Κασσανδρίδες,Antipatrids / Kassandrids,medium,src-metmuseum-50fe20dc493f,dynasty_el: Αντιπατρίδες / Κασσανδρίδες,reviewed
rel-829e99838093,kingdom-pontus-mithridatid,preceded_by,,polity-kappadokike-satrapeia-kai-periphereiakes-dynasteies,Καππαδοκική σατραπεία και περιφερειακές δυναστείες,Cappadocian satrapy and regional dynasties,medium,src-metmuseum-50fe20dc493f,predecessor_el: Καππαδοκική σατραπεία και περιφερειακές δυναστείες,reviewed
rel-84a806c5fa13,colony-massalia,founded_from,colony-phocaea,,Φώκαια,Phocaea,medium,src-pleiades-148127,metropolis_el: Φώκαια,reviewed
rel-851f304c7bd5,colony-gela,founded_from,,settlement-rodos-kai-krete,Ρόδος και Κρήτη,Rhodes and Crete,medium,src-pleiades-462214,metropolis_el: Ρόδος και Κρήτη,reviewed
rel-852b3bd1a370,sanctuary-samos-heraion,cult_of,,deity_or_cult-era-samia,Ήρα Σαμία,Samian Hera,medium,src-pleiades-599641,deity_or_cult_el: Ήρα Σαμία,reviewed
rel-87376708b0bc,kingdom-ptolemaic-egypt,ruled_by_dynasty,,dynasty-ptolemaioi-lagides,Πτολεμαίοι / Λαγίδες,Ptolemies / Lagids,medium,src-metmuseum-9200258a95cb,dynasty_el: Πτολεμαίοι / Λαγίδες,reviewed
rel-874d8d910565,kingdom-iolcos-palatial,succeeded_by,,polity-metanaktorikes-thessalikes-koinotetes,Μετανακτορικές θεσσαλικές κοινότητες,Post-palatial Thessalian communities,medium,src-odysseus-589898851f92,successor_el: Μετανακτορικές θεσσαλικές κοινότητες,reviewed
rel-876ede119e3a,sanctuary-brauron-artemis-sanctuary,cult_of,,deity_or_cult-artemis-brayronia-kai-iphigeneia,Άρτεμις Βραυρωνία και Ιφιγένεια,Artemis Brauronia and Iphigenia,medium,src-pleiades-579879,deity_or_cult_el: Άρτεμις Βραυρωνία και Ιφιγένεια,reviewed
rel-87f68a77a361,sanctuary-selinous-demeter-malophoros-sanctuary,associated_with_settlement,colony-selinus,,Σελινούντας,Selinus,high,src-pleiades-502577471,Ρητή επιμελητική σύνδεση του ιερού της Μαλοφόρου με τον Σελινούντα.,reviewed
rel-8802ca1f0aaa,kingdom-commagene,preceded_by,,polity-seleykidike-satrapeia-kommagenes,Σελευκιδική σατραπεία Κομμαγηνής,Seleucid satrapy of Commagene,medium,src-whc-758c2c416617,predecessor_el: Σελευκιδική σατραπεία Κομμαγηνής,reviewed
rel-88d260f508d3,sanctuary-letoon-lycian-sanctuary,cult_of,,deity_or_cult-leto-apollon-kai-artemis,"Λητώ, Απόλλων και Άρτεμις","Leto, Apollo and Artemis",medium,src-pleiades-638958,"deity_or_cult_el: Λητώ, Απόλλων και Άρτεμις",reviewed
rel-8a013ce85862,sanctuary-lindos-athena-sanctuary,cult_of,,deity_or_cult-athena-lindia,Αθηνά Λινδία,Athena Lindia,medium,src-pleiades-414067217,deity_or_cult_el: Αθηνά Λινδία,reviewed
rel-8ad3d53dc913,kingdom-indo-greek-early,preceded_by,,polity-ellenobaktriane-epektase-notia-toy-indokoys,Ελληνοβακτριανή επέκταση νότια του Ινδοκούς,Greco-Bactrian expansion south of the Hindu Kush,medium,src-iranicaonline-612dff96c99c,predecessor_el: Ελληνοβακτριανή επέκταση νότια του Ινδοκούς,reviewed
rel-8c165342d1de,kingdom-syracuse-agathocles,representative_center,colony-syracuse,,Συρακούσες,Syracuse,high,src-britishmuseum-073d3f0a8ae4,representative_center_el: Συρακούσες,reviewed
rel-8c18a75399cb,sanctuary-nemea-zeus-sanctuary,cult_of,,deity_or_cult-zeys-nemeios,Ζευς Νέμειος,Nemean Zeus,medium,src-pleiades-570504,deity_or_cult_el: Ζευς Νέμειος,reviewed
rel-8c924ef3dc9a,colony-chersonesus-taurica,founded_from,colony-heraclea-pontica,,Ηράκλεια Ποντική,Heraclea Pontica,medium,src-pleiades-226564,metropolis_el: Ηράκλεια Ποντική,reviewed
rel-8d3cc8053ccd,sanctuary-delphi-apollo-sanctuary,cult_of,,deity_or_cult-apollon-pythios,Απόλλων Πύθιος,Apollo Pythios,medium,src-pleiades-540726,deity_or_cult_el: Απόλλων Πύθιος,reviewed
rel-903b23fcf7cc,kingdom-macedon-kassandrid,succeeded_by,,polity-bracheies-basileies-demetrioy-pyrroy-kai-lysimachoy,"Βραχείες βασιλείες Δημητρίου, Πύρρου και Λυσιμάχου","Short reigns of Demetrius, Pyrrhus and Lysimachus",medium,src-metmuseum-50fe20dc493f,"successor_el: Βραχείες βασιλείες Δημητρίου, Πύρρου και Λυσιμάχου",reviewed
rel-90ccf2bb71f3,colony-ephesus,founded_from,,settlement-athena-ionike-paradose,Αθήνα (ιωνική παράδοση),Athens (Ionic tradition),medium,src-pleiades-599612,metropolis_el: Αθήνα (ιωνική παράδοση),reviewed
rel-9110eb86012d,colony-metapontum,founded_from,,settlement-achaia,Αχαΐα,Achaia,medium,src-pleiades-442658,metropolis_el: Αχαΐα,reviewed
rel-93279ebe08e9,sanctuary-argive-heraion,associated_with_settlement,city-argos,,Άργος,Argos,medium,src-pleiades-570289,Το Αργείο Ηραίο συνδέεται επιμελητικά με το Άργος χωρίς να θεωρείται αστικό μνημείο.,reviewed
rel-938b038654f1,kingdom-bithynia,succeeded_by,,polity-romaike-eparchia-bithynia,Ρωμαϊκή επαρχία Βιθυνία,Roman province of Bithynia,medium,src-attalus-1b40f4436114,successor_el: Ρωμαϊκή επαρχία Βιθυνία,reviewed
rel-93af4470cc67,colony-cyzicus,founded_from,colony-miletus,,Μίλητος,Miletus,medium,src-pleiades-511218,metropolis_el: Μίλητος,reviewed
rel-947c84c9b0aa,kingdom-bosporus-mithridatic,representative_center,,settlement-pantikapaion-kerts,"Παντικάπαιον, Κερτς","Pantikapaion, Kerch",high,src-iranicaonline-4a607235e191,"representative_center_el: Παντικάπαιον, Κερτς",reviewed
rel-951251156010,kingdom-alexander-empire,succeeded_by,,polity-metalexandreia-antibasileia-kai-basileia-ton-diadochon,Μεταλεξάνδρεια αντιβασιλεία και βασίλεια των Διαδόχων,Post-Alexandrian viceroyalty and successor kingdoms,medium,src-metmuseum-89019924e8c3,successor_el: Μεταλεξάνδρεια αντιβασιλεία και βασίλεια των Διαδόχων,reviewed
rel-9606cfba3239,colony-myrina-aeolis,founded_from,,settlement-kyme-aiolike-paradose,Κύμη (αιολική παράδοση),Cyme (Aeolian tradition),medium,src-pleiades-550756,metropolis_el: Κύμη (αιολική παράδοση),reviewed
rel-961e23983788,kingdom-paphos-cyprus,succeeded_by,,polity-ptolemaike-dioikese-tes-kyproy,Πτολεμαϊκή διοίκηση της Κύπρου,Ptolemaic administration of Cyprus,medium,src-websites-d5246844b076,successor_el: Πτολεμαϊκή διοίκηση της Κύπρου,reviewed
rel-96241e6062c8,colony-sybaris,founded_from,,settlement-achaia,Αχαΐα,Achaia,medium,src-pleiades-452457,metropolis_el: Αχαΐα,reviewed
rel-96871869d286,colony-issa-vis,founded_from,colony-syracuse,,Συρακούσες,Syracuse,medium,src-armus-4dde844bac8f,metropolis_el: Συρακούσες,reviewed
rel-96d0a04427af,sanctuary-dodona-zeus-oracle,cult_of,,deity_or_cult-dias-naios-kai-dione,Δίας Νάιος και Διώνη,Zeus Naios and Dione,medium,src-pleiades-530843,deity_or_cult_el: Δίας Νάιος και Διώνη,reviewed
rel-974ccf01580a,kingdom-greco-bactrian-diodotid,representative_center,,settlement-baktra,Βάκτρα,Bactra,high,src-metmuseum-50fe20dc493f,representative_center_el: Βάκτρα,reviewed
rel-97e527b87974,colony-rhegion,founded_from,city-chalcis-euboea,,Χαλκίδα,Chalcis,medium,src-pleiades-452416,metropolis_el: Χαλκίδα,reviewed
rel-980c81530bda,colony-pharos-hvar,founded_from,,settlement-paros,Πάρος,Paros,medium,src-pleiades-197433,metropolis_el: Πάρος,reviewed
rel-99d9b6041bc5,kingdom-commagene,ruled_by_dynasty,,dynasty-orontides-erbandides,Οροντίδες / Ερβανδίδες,Orontids / Ervandids,medium,src-whc-758c2c416617,dynasty_el: Οροντίδες / Ερβανδίδες,reviewed
rel-9c12609f8462,sanctuary-olbia-apollo-delphinios-sanctuary,associated_with_settlement,colony-olbia-pontica,,Ολβία Ποντική,Olbia Pontica,high,src-penn-a97aa05ea214,Ρητή επιμελητική σύνδεση του ιερού με την Ολβία Ποντική.,reviewed
rel-9c974cc417db,kingdom-cappadocia-late-client,representative_center,,settlement-mazaka,Μάζακα,Mazaca,high,src-iranicaonline-0624b0b64cf3,representative_center_el: Μάζακα,reviewed
rel-9d483bede49d,sanctuary-ephesus-artemis-sanctuary,cult_of,,deity_or_cult-artemis-ephesia,Άρτεμις Εφεσία,Artemis Ephesia,medium,src-pleiades-873985034,deity_or_cult_el: Άρτεμις Εφεσία,reviewed
rel-9e655ee83f66,kingdom-bithynia,representative_center,,settlement-nikomedeia,Νικομήδεια,Nicomedia,high,src-attalus-1b40f4436114,representative_center_el: Νικομήδεια,reviewed
rel-a051e8a0892e,sanctuary-syracuse-apollo-sanctuary,associated_with_settlement,colony-syracuse,,Συρακούσες,Syracuse,high,src-pleiades-418729933,Ρητή επιμελητική σύνδεση του ναού του Απόλλωνα με τις Συρακούσες.,reviewed
rel-a1a7ff102678,kingdom-paphos-cyprus,preceded_by,,polity-ystere-epoche-toy-chalkoy-kai-proime-politeiake-sygkrotese-tes-palaipaphoy,Ύστερη εποχή του Χαλκού και πρώιμη πολιτειακή συγκρότηση της Παλαίπαφου,Late Bronze Age and early state formation of Palaipafos,medium,src-websites-d5246844b076,predecessor_el: Ύστερη εποχή του Χαλκού και πρώιμη πολιτειακή συγκρότηση της Παλαίπαφου,reviewed
rel-a38c10bd5ec9,kingdom-greco-bactrian-diodotid,preceded_by,,polity-seleykidike-satrapeia-baktrianes,Σελευκιδική σατραπεία Βακτριανής,Seleucid satrapy of Bactria,medium,src-metmuseum-50fe20dc493f,predecessor_el: Σελευκιδική σατραπεία Βακτριανής,reviewed
rel-a47925bfe191,sanctuary-golgoi-aphrodite-sanctuary,cult_of,,deity_or_cult-aphrodite-golgia,Αφροδίτη Γολγία,Aphrodite Golgia,medium,src-pleiades-707470,deity_or_cult_el: Αφροδίτη Γολγία,reviewed
rel-a47c18fb3ea8,kingdom-mycenae-palatial,succeeded_by,,polity-metanaktorikes-koinotetes-tes-argolidas,Μετανακτορικές κοινότητες της Αργολίδας,Post-palatial communities of Argolis,medium,src-whc-6306f630553d,successor_el: Μετανακτορικές κοινότητες της Αργολίδας,reviewed
rel-a80a9d652c72,kingdom-indo-greek-early,ruled_by_dynasty,,dynasty-eythydemides-demetrides,Ευθυδημίδες / Δημητρίδες,Euthydemids / Demetriads,medium,src-iranicaonline-612dff96c99c,dynasty_el: Ευθυδημίδες / Δημητρίδες,reviewed
rel-a880e35ff7d1,sanctuary-panionion-poseidon-sanctuary,cult_of,,deity_or_cult-poseidon-elikonios,Ποσειδών Ελικώνιος,Poseidon Helikonius,medium,src-pleiades-599855,deity_or_cult_el: Ποσειδών Ελικώνιος,reviewed
rel-a915a0574a36,kingdom-greco-bactrian-euthydemid,representative_center,,settlement-baktra,Βάκτρα,Bactra,high,src-iranicaonline-d4697d4d5c1a,representative_center_el: Βάκτρα,reviewed
rel-a925338d06f5,colony-odessos,founded_from,colony-miletus,,Μίλητος,Miletus,medium,src-pleiades-216904,metropolis_el: Μίλητος,reviewed
rel-a9fe73c518ce,kingdom-greco-bactrian-euthydemid,succeeded_by,,polity-eykratidike-phase-ste-baktriane-kai-indoellenikoi-kladoi,Ευκρατιδική φάση στη Βακτριανή και ινδοελληνικοί κλάδοι,Eucratid phase in Bactrian and Indo-Greek branches,medium,src-iranicaonline-d4697d4d5c1a,successor_el: Ευκρατιδική φάση στη Βακτριανή και ινδοελληνικοί κλάδοι,reviewed
rel-aa3380ed3137,kingdom-bithynia,preceded_by,,polity-topikes-bithynikes-egemonies,Τοπικές βιθυνικές ηγεμονίες,Local Bithynian hegemonies,medium,src-attalus-1b40f4436114,predecessor_el: Τοπικές βιθυνικές ηγεμονίες,reviewed
rel-aa3d933ebfa5,kingdom-macedon-kassandrid,preceded_by,,polity-argeades-kai-metalexandreia-antibasileia,Αργεάδες και μεταλεξάνδρεια αντιβασιλεία,Argeades and post-Alexandrian regency,medium,src-metmuseum-50fe20dc493f,predecessor_el: Αργεάδες και μεταλεξάνδρεια αντιβασιλεία,reviewed
rel-ab5118da7c4e,kingdom-orchomenos-palatial,preceded_by,,polity-proimes-mykenaikes-koinotetes-tes-kopaidas,Πρώιμες μυκηναϊκές κοινότητες της Κωπαΐδας,Early Mycenaean communities of Kopaida,medium,src-mthv-715d665b63b5,predecessor_el: Πρώιμες μυκηναϊκές κοινότητες της Κωπαΐδας,reviewed
rel-ab89952856fc,colony-trapezus,founded_from,colony-sinope,,Σινώπη,Sinope,medium,src-pleiades-857359,metropolis_el: Σινώπη,reviewed
rel-ac005f6990de,colony-cyrene,founded_from,city-thera-city,,Θήρα,Thera,medium,src-pleiades-373778,metropolis_el: Θήρα,reviewed
rel-ac61155e282c,sanctuary-thermon-apollo-sanctuary,cult_of,,deity_or_cult-apollon-thermios,Απόλλων Θέρμιος,Apollon Thermios,medium,src-pleiades-728329645,deity_or_cult_el: Απόλλων Θέρμιος,reviewed
rel-ad38007c6797,kingdom-iolcos-palatial,representative_center,,settlement-dimeni,Διμήνι,Dimini,high,src-odysseus-589898851f92,representative_center_el: Διμήνι,reviewed
rel-ad637e2cd39e,colony-elea-velia,founded_from,colony-phocaea,,Φώκαια,Phocaea,medium,src-pleiades-452488,metropolis_el: Φώκαια,reviewed
rel-ad77937b7722,sanctuary-delphi-athena-pronaia-sanctuary,cult_of,,deity_or_cult-athena-pronaia,Αθηνά Προναία,Athena Pronaia,medium,src-pleiades-513711610,deity_or_cult_el: Αθηνά Προναία,reviewed
rel-ae72119d5bbe,sanctuary-smintheion-apollo-sanctuary,cult_of,,deity_or_cult-apollon-smintheys,Απόλλων Σμινθεύς,Apollo Smintheus,medium,src-pleiades-550892,deity_or_cult_el: Απόλλων Σμινθεύς,reviewed
rel-af197637e23f,colony-panticapaeum,founded_from,colony-miletus,,Μίλητος,Miletus,medium,src-pleiades-854719,metropolis_el: Μίλητος,reviewed
